siparis_no,tarih,musteri_id,sehir,kategori,urun_adi,adet,birim_fiyat,tutar,odeme_yontemi,durum
S11347,2026-08-08,M0596,Adana,Kozmetik,Nemlendirici Krem,1,399,399,Kredi Kartı,Tamamlandı
S11348,2026-08-08,M0855,İstanbul,Giyim,Mont,1,2299,2299,Banka Kartı,Tamamlandı
S11349,2026-08-08,M0030,Ankara,Kozmetik,Parfüm,1,1599,1599,Kapıda Ödeme,Tamamlandı
S11349,2026-08-08,M0030,Ankara,Elektronik,Oyuncu Kulaklığı,1,1899,1899,Kapıda Ödeme,Tamamlandı
S11350,2026-08-08,M0754,Bursa,Kitap,Çocuk Kitabı,1,149,149,Havale/EFT,Tamamlandı
S11350,2026-08-08,M0754,Bursa,Kozmetik,Şampuan,3,159,477,Havale/EFT,Tamamlandı
S11351,2026-08-08,M0524,İstanbul,Spor,Yoga Matı,3,399,1197,Kredi Kartı,Tamamlandı
S11351,2026-08-08,M0524,İstanbul,Giyim,Kazak,1,749,749,Kredi Kartı,Tamamlandı
S11352,2026-08-08,M0504,Ankara,Kozmetik,Güneş Kremi,1,459,459,Banka Kartı,Tamamlandı
S11352,2026-08-08,M0504,Ankara,Elektronik,Kablosuz Kulaklık,1,1299,0,Banka Kartı,İade
S11353,2026-08-08,M0281,Konya,Ev Yaşam,Kahve Makinesi,1,2199,2199,Kredi Kartı,Tamamlandı
S11354,2026-08-09,M0898,Ankara,Giyim,Kot Pantolon,1,899,899,Kredi Kartı,Tamamlandı
S11354,2026-08-09,M0898,Ankara,Ev Yaşam,Tencere Seti,4,3299,13196,Kredi Kartı,Tamamlandı
S11355,2026-08-09,M0124,Konya,Elektronik,Oyuncu Kulaklığı,1,1899,0,Banka Kartı,İade
S11355,2026-08-09,M0124,Konya,Elektronik,Mekanik Klavye,2,2499,4998,Banka Kartı,Tamamlandı
S11356,2026-08-09,M0571,İstanbul,Elektronik,Oyuncu Mouse,1,899,899,Kredi Kartı,Tamamlandı
S11357,2026-08-09,M0387,İstanbul,Giyim,Kazak,1,749,749,Kredi Kartı,Tamamlandı
S11357,2026-08-09,M0387,İstanbul,Elektronik,Tablet,1,8999,8999,Kredi Kartı,Tamamlandı
S11358,2026-08-09,M0491,İstanbul,Kitap,Roman,2,189,378,Kredi Kartı,Tamamlandı
S11358,2026-08-09,M0491,İstanbul,Kitap,Roman,1,189,189,Kredi Kartı,Tamamlandı
S11359,2026-08-09,M0573,Konya,Spor,Yoga Matı,1,399,399,Kredi Kartı,Tamamlandı
S11360,2026-08-09,M0468,Antalya,Kitap,Çocuk Kitabı,1,149,149,Kredi Kartı,Tamamlandı
S11361,2026-08-09,M0655,Ankara,Ev Yaşam,Nevresim Takımı,1,1149,1149,Kredi Kartı,Tamamlandı
S11362,2026-08-09,M0770,Adana,Kitap,Roman,1,189,189,Banka Kartı,Tamamlandı
S11363,2026-08-09,M0368,İzmir,Kozmetik,Güneş Kremi,1,459,459,Kredi Kartı,Tamamlandı
S11364,2026-08-10,M0641,İstanbul,Kozmetik,Güneş Kremi,1,459,459,Kredi Kartı,Tamamlandı
S11364,2026-08-10,M0641,İstanbul,Spor,Dambıl Seti,1,1249,1249,Kredi Kartı,Tamamlandı
S11365,2026-08-10,M0115,Trabzon,Ev Yaşam,Nevresim Takımı,1,1149,1149,Kredi Kartı,Tamamlandı
S11366,2026-08-10,M0758,İstanbul,Elektronik,Tablet,2,8999,17998,Banka Kartı,Tamamlandı
S11367,2026-08-10,M0405,İzmir,Giyim,Tişört,2,349,698,Havale/EFT,Tamamlandı
S11368,2026-08-10,M0656,İzmir,Kozmetik,Şampuan,3,159,477,Kredi Kartı,Tamamlandı
S11368,2026-08-10,M0656,İzmir,Spor,Dambıl Seti,3,1249,3747,Kredi Kartı,Tamamlandı
S11369,2026-08-10,M0314,İstanbul,Ev Yaşam,Kahve Makinesi,2,2199,0,Kredi Kartı,İade
S11369,2026-08-10,M0314,İstanbul,Elektronik,Kablosuz Kulaklık,1,1299,1299,Kredi Kartı,Tamamlandı
S11370,2026-08-10,M0074,İstanbul,Kitap,Kişisel Gelişim Kitabı,1,229,229,Kredi Kartı,Tamamlandı
S11371,2026-08-10,M0352,Ankara,Ev Yaşam,Termos,1,449,449,Kredi Kartı,Tamamlandı
S11372,2026-08-11,M0328,Ankara,Spor,Dambıl Seti,2,1249,2498,Kredi Kartı,Tamamlandı
S11373,2026-08-11,M0602,İzmir,Ev Yaşam,Kahve Makinesi,1,2199,2199,Kredi Kartı,Tamamlandı
S11373,2026-08-11,M0602,İzmir,Kitap,Kişisel Gelişim Kitabı,1,229,229,Kredi Kartı,Tamamlandı
S11373,2026-08-11,M0602,İzmir,Kozmetik,Şampuan,3,159,477,Kredi Kartı,Tamamlandı
S11374,2026-08-11,M0768,Ankara,Giyim,Tişört,2,349,698,Banka Kartı,Tamamlandı
S11375,2026-08-11,M0629,Ankara,Spor,Dambıl Seti,3,1249,3747,Kredi Kartı,Tamamlandı
S11376,2026-08-11,M0515,İstanbul,Spor,Dambıl Seti,2,1249,2498,Kredi Kartı,Tamamlandı
S11377,2026-08-11,M0121,Bursa,Giyim,Kot Pantolon,1,899,899,Kredi Kartı,Tamamlandı
S11377,2026-08-11,M0121,Bursa,Elektronik,Mekanik Klavye,2,2499,4998,Kredi Kartı,Tamamlandı
S11377,2026-08-11,M0121,Bursa,Ev Yaşam,Kahve Makinesi,2,2199,4398,Kredi Kartı,Tamamlandı
S11378,2026-08-11,M0181,Antalya,Giyim,Spor Ayakkabı,2,1899,3798,Kredi Kartı,Tamamlandı
S11379,2026-08-12,M0456,Antalya,Elektronik,Kablosuz Kulaklık,4,1299,5196,Kapıda Ödeme,Tamamlandı
S11380,2026-08-12,M0025,Ankara,Elektronik,Bluetooth Hoparlör,2,1799,3598,Kredi Kartı,Tamamlandı
S11380,2026-08-12,M0025,Ankara,Elektronik,Bluetooth Hoparlör,1,1799,1799,Kredi Kartı,Tamamlandı
S11381,2026-08-12,M0433,İstanbul,Kozmetik,Nemlendirici Krem,1,399,399,Kredi Kartı,Tamamlandı
S11381,2026-08-12,M0433,İstanbul,Kitap,Roman,1,189,189,Kredi Kartı,Tamamlandı
S11382,2026-08-12,M0192,Bursa,Giyim,Mont,1,2299,2299,Kredi Kartı,Tamamlandı
S11382,2026-08-12,M0192,Bursa,Elektronik,Akıllı Saat,1,3499,3499,Kredi Kartı,Tamamlandı
S11382,2026-08-12,M0192,Bursa,Elektronik,Kablosuz Kulaklık,2,1299,0,Kredi Kartı,İade
S11383,2026-08-12,M0062,Ankara,Giyim,Tişört,1,349,349,Kredi Kartı,Tamamlandı
S11384,2026-08-12,M0328,Konya,Elektronik,Bluetooth Hoparlör,1,1799,1799,Havale/EFT,Tamamlandı
S11384,2026-08-12,M0328,Konya,Giyim,Spor Ayakkabı,1,1899,1899,Havale/EFT,Tamamlandı
S11385,2026-08-12,M0150,Bursa,Kozmetik,Nemlendirici Krem,4,399,1596,Havale/EFT,Tamamlandı
S11386,2026-08-13,M0424,Antalya,Giyim,Kot Pantolon,1,899,899,Kredi Kartı,Tamamlandı
S11387,2026-08-13,M0800,Ankara,Giyim,Tişört,2,349,698,Kredi Kartı,Tamamlandı
S11387,2026-08-13,M0800,Ankara,Kitap,Kişisel Gelişim Kitabı,3,229,687,Kredi Kartı,Tamamlandı
S11388,2026-08-13,M0417,İzmir,Ev Yaşam,Nevresim Takımı,2,1149,2298,Havale/EFT,Tamamlandı
S11389,2026-08-13,M0032,Ankara,Kozmetik,Güneş Kremi,1,459,459,Banka Kartı,Tamamlandı
S11389,2026-08-13,M0032,Ankara,Giyim,Spor Ayakkabı,4,1899,7596,Banka Kartı,Tamamlandı
S11390,2026-08-13,M0857,İzmir,Kitap,Kişisel Gelişim Kitabı,1,229,229,Kredi Kartı,Tamamlandı
S11391,2026-08-13,M0705,İzmir,Ev Yaşam,Masa Lambası,1,649,649,Banka Kartı,Tamamlandı
S11391,2026-08-13,M0705,İzmir,Kozmetik,Güneş Kremi,1,459,459,Banka Kartı,Tamamlandı
S11392,2026-08-13,M0065,İstanbul,Giyim,Tişört,1,349,349,Kredi Kartı,Tamamlandı
S11393,2026-08-13,M0246,İzmir,Spor,Dambıl Seti,1,1249,1249,Kredi Kartı,Tamamlandı
S11394,2026-08-14,M0435,Bursa,Spor,Dambıl Seti,2,1249,2498,Kredi Kartı,Tamamlandı
S11394,2026-08-14,M0435,Bursa,Kozmetik,Şampuan,1,159,159,Kredi Kartı,Tamamlandı
S11395,2026-08-14,M0474,İzmir,Kitap,Kişisel Gelişim Kitabı,1,229,229,Kredi Kartı,Tamamlandı
S11395,2026-08-14,M0474,İzmir,Spor,Yoga Matı,2,399,798,Kredi Kartı,Tamamlandı
S11396,2026-08-14,M0252,Ankara,Ev Yaşam,Nevresim Takımı,1,1149,1149,Banka Kartı,Tamamlandı
S11396,2026-08-14,M0252,Ankara,Elektronik,Akıllı Saat,1,3499,3499,Banka Kartı,Tamamlandı
S11396,2026-08-14,M0252,Ankara,Elektronik,Tablet,1,8999,8999,Banka Kartı,Tamamlandı
S11397,2026-08-14,M0564,İzmir,Elektronik,Kablosuz Kulaklık,1,1299,1299,Kredi Kartı,Tamamlandı
S11398,2026-08-14,M0610,İstanbul,Elektronik,Kablosuz Kulaklık,2,1299,2598,Kredi Kartı,Tamamlandı
S11399,2026-08-14,M0043,Adana,Giyim,Spor Ayakkabı,3,1899,5697,Kredi Kartı,Tamamlandı
S11400,2026-08-14,M0210,İstanbul,Elektronik,Oyuncu Kulaklığı,2,1899,3798,Banka Kartı,Tamamlandı
S11401,2026-08-14,M0247,İstanbul,Giyim,Tişört,2,349,698,Banka Kartı,Tamamlandı
S11402,2026-08-14,M0567,İzmir,Kitap,Kişisel Gelişim Kitabı,1,229,0,Havale/EFT,İade
S11403,2026-08-15,M0629,Trabzon,Elektronik,Tablet,1,8999,8999,Kredi Kartı,Tamamlandı
S11404,2026-08-15,M0170,Adana,Elektronik,Oyuncu Mouse,1,899,899,Kapıda Ödeme,Tamamlandı
S11405,2026-08-15,M0870,Ankara,Elektronik,Oyuncu Mouse,1,899,899,Kredi Kartı,Tamamlandı
S11406,2026-08-15,M0394,Adana,Kozmetik,Parfüm,2,1599,3198,Havale/EFT,Tamamlandı
S11407,2026-08-15,M0897,İzmir,Kozmetik,Güneş Kremi,1,459,459,Kredi Kartı,Tamamlandı
S11408,2026-08-15,M0721,İstanbul,Elektronik,Akıllı Saat,1,3499,3499,Havale/EFT,Tamamlandı
S11408,2026-08-15,M0721,İstanbul,Giyim,Spor Ayakkabı,3,1899,5697,Havale/EFT,Tamamlandı
S11409,2026-08-15,M0899,Ankara,Giyim,Spor Ayakkabı,1,1899,1899,Kredi Kartı,Tamamlandı
S11409,2026-08-15,M0899,Ankara,Giyim,Mont,1,2299,2299,Kredi Kartı,Tamamlandı
S11409,2026-08-15,M0899,Ankara,Kozmetik,Güneş Kremi,1,459,459,Kredi Kartı,Tamamlandı
S11410,2026-08-15,M0235,İstanbul,Elektronik,Mekanik Klavye,1,2499,2499,Kapıda Ödeme,Tamamlandı
S11411,2026-08-15,M0544,Antalya,Giyim,Spor Ayakkabı,1,1899,1899,Havale/EFT,Tamamlandı
S11411,2026-08-15,M0544,Antalya,Elektronik,Oyuncu Mouse,1,899,899,Havale/EFT,Tamamlandı
S11411,2026-08-15,M0544,Antalya,Kitap,Kişisel Gelişim Kitabı,1,229,229,Havale/EFT,Tamamlandı
S11412,2026-08-15,M0286,Adana,Elektronik,Kablosuz Kulaklık,3,1299,3897,Kredi Kartı,Tamamlandı
S11413,2026-08-15,M0587,İzmir,Kitap,Roman,1,189,189,Havale/EFT,Tamamlandı
S11413,2026-08-15,M0587,İzmir,Kitap,Roman,2,189,378,Havale/EFT,Tamamlandı
S11413,2026-08-15,M0587,İzmir,Kozmetik,Parfüm,1,1599,1599,Havale/EFT,Tamamlandı
S11414,2026-08-16,M0184,İzmir,Giyim,Kot Pantolon,1,899,899,Havale/EFT,Tamamlandı
S11415,2026-08-16,M0806,İstanbul,Ev Yaşam,Kahve Makinesi,1,2199,2199,Havale/EFT,Tamamlandı
S11415,2026-08-16,M0806,İstanbul,Elektronik,Kablosuz Kulaklık,1,1299,1299,Havale/EFT,Tamamlandı
S11416,2026-08-16,M0883,İzmir,Ev Yaşam,Termos,2,449,898,Kredi Kartı,Tamamlandı
S11416,2026-08-16,M0883,İzmir,Elektronik,Oyuncu Mouse,1,899,899,Kredi Kartı,Tamamlandı
S11417,2026-08-16,M0140,İstanbul,Kozmetik,Nemlendirici Krem,1,399,399,Kredi Kartı,Tamamlandı
S11417,2026-08-16,M0140,İstanbul,Ev Yaşam,Tencere Seti,3,3299,9897,Kredi Kartı,Tamamlandı
S11418,2026-08-16,M0621,İzmir,Giyim,Kazak,1,749,749,Havale/EFT,Tamamlandı
S11419,2026-08-16,M0130,Antalya,Giyim,Mont,1,2299,2299,Kredi Kartı,Tamamlandı
S11420,2026-08-16,M0385,İstanbul,Kozmetik,Parfüm,2,1599,3198,Kredi Kartı,Tamamlandı
S11421,2026-08-16,M0461,Adana,Kozmetik,Nemlendirici Krem,1,399,0,Havale/EFT,İade
S11421,2026-08-16,M0461,Adana,Giyim,Tişört,1,349,349,Havale/EFT,Tamamlandı
S11422,2026-08-16,M0477,Ankara,Kitap,Roman,1,189,189,Kredi Kartı,Tamamlandı
S11423,2026-08-16,M0104,İstanbul,Giyim,Spor Ayakkabı,1,1899,1899,Kredi Kartı,Tamamlandı
S11424,2026-08-16,M0364,Antalya,Kitap,Çocuk Kitabı,1,149,149,Banka Kartı,Tamamlandı
S11425,2026-08-17,M0012,Trabzon,Giyim,Kot Pantolon,1,899,899,Kredi Kartı,Tamamlandı
S11425,2026-08-17,M0012,Trabzon,Elektronik,Akıllı Saat,2,3499,6998,Kredi Kartı,Tamamlandı
S11426,2026-08-17,M0637,İstanbul,Ev Yaşam,Tencere Seti,2,3299,6598,Kredi Kartı,Tamamlandı
S11426,2026-08-17,M0637,İstanbul,Ev Yaşam,Masa Lambası,1,649,649,Kredi Kartı,Tamamlandı
S11427,2026-08-17,M0519,İstanbul,Giyim,Spor Ayakkabı,1,1899,1899,Kapıda Ödeme,Tamamlandı
S11427,2026-08-17,M0519,İstanbul,Giyim,Kot Pantolon,3,899,2697,Kapıda Ödeme,Tamamlandı
S11427,2026-08-17,M0519,İstanbul,Giyim,Mont,1,2299,2299,Kapıda Ödeme,Tamamlandı
S11428,2026-08-17,M0137,İstanbul,Spor,Yoga Matı,1,399,399,Banka Kartı,Tamamlandı
S11429,2026-08-17,M0216,İstanbul,Giyim,Tişört,1,349,349,Kredi Kartı,Tamamlandı
S11429,2026-08-17,M0216,İstanbul,Kitap,Çocuk Kitabı,1,149,149,Kredi Kartı,Tamamlandı
S11430,2026-08-17,M0471,Antalya,Giyim,Tişört,3,349,1047,Kredi Kartı,Tamamlandı
S11430,2026-08-17,M0471,Antalya,Ev Yaşam,Tencere Seti,2,3299,6598,Kredi Kartı,Tamamlandı
S11431,2026-08-18,M0335,İzmir,Ev Yaşam,Masa Lambası,2,649,1298,Banka Kartı,Tamamlandı
S11431,2026-08-18,M0335,İzmir,Giyim,Kazak,1,749,749,Banka Kartı,Tamamlandı
S11432,2026-08-18,M0522,İstanbul,Elektronik,Oyuncu Mouse,2,899,1798,Kapıda Ödeme,Tamamlandı
S11432,2026-08-18,M0522,İstanbul,Spor,Dambıl Seti,2,1249,2498,Kapıda Ödeme,Tamamlandı
S11432,2026-08-18,M0522,İstanbul,Kitap,Kişisel Gelişim Kitabı,1,229,229,Kapıda Ödeme,Tamamlandı
S11433,2026-08-18,M0556,Ankara,Ev Yaşam,Nevresim Takımı,1,1149,1149,Kredi Kartı,Tamamlandı
S11434,2026-08-18,M0679,İstanbul,Ev Yaşam,Tencere Seti,1,3299,3299,Kredi Kartı,Tamamlandı
S11434,2026-08-18,M0679,İstanbul,Elektronik,Oyuncu Kulaklığı,1,1899,1899,Kredi Kartı,Tamamlandı
S11435,2026-08-18,M0504,Konya,Giyim,Mont,1,2299,2299,Kredi Kartı,Tamamlandı
S11436,2026-08-18,M0345,İstanbul,Elektronik,Kablosuz Kulaklık,2,1299,0,Kredi Kartı,İade
S11437,2026-08-18,M0554,Ankara,Spor,Dambıl Seti,1,1249,1249,Havale/EFT,Tamamlandı
S11437,2026-08-18,M0554,Ankara,Ev Yaşam,Kahve Makinesi,1,2199,2199,Havale/EFT,Tamamlandı
S11437,2026-08-18,M0554,Ankara,Kozmetik,Güneş Kremi,2,459,918,Havale/EFT,Tamamlandı
S11438,2026-08-18,M0090,İstanbul,Elektronik,Oyuncu Mouse,4,899,3596,Havale/EFT,Tamamlandı
S11439,2026-08-18,M0842,Konya,Spor,Dambıl Seti,1,1249,1249,Havale/EFT,Tamamlandı
S11439,2026-08-18,M0842,Konya,Spor,Yoga Matı,1,399,399,Havale/EFT,Tamamlandı
S11440,2026-08-19,M0162,İzmir,Ev Yaşam,Masa Lambası,1,649,649,Banka Kartı,Tamamlandı
S11441,2026-08-19,M0681,İstanbul,Kitap,Roman,2,189,378,Kredi Kartı,Tamamlandı
S11442,2026-08-19,M0429,Antalya,Giyim,Mont,1,2299,2299,Kredi Kartı,Tamamlandı
S11442,2026-08-19,M0429,Antalya,Elektronik,Kablosuz Kulaklık,1,1299,1299,Kredi Kartı,Tamamlandı
S11442,2026-08-19,M0429,Antalya,Elektronik,Bluetooth Hoparlör,1,1799,1799,Kredi Kartı,Tamamlandı
S11443,2026-08-19,M0789,İstanbul,Ev Yaşam,Termos,3,449,1347,Kredi Kartı,Tamamlandı
S11444,2026-08-20,M0688,İzmir,Elektronik,Bluetooth Hoparlör,1,1799,1799,Banka Kartı,Tamamlandı
S11444,2026-08-20,M0688,İzmir,Elektronik,Kablosuz Kulaklık,1,1299,1299,Banka Kartı,Tamamlandı
S11444,2026-08-20,M0688,İzmir,Giyim,Kot Pantolon,1,899,899,Banka Kartı,Tamamlandı
S11445,2026-08-20,M0408,Antalya,Spor,Dambıl Seti,2,1249,2498,Havale/EFT,Tamamlandı
S11446,2026-08-20,M0770,İzmir,Spor,Koşu Bandı,1,18999,18999,Banka Kartı,Tamamlandı
S11447,2026-08-20,M0343,İstanbul,Ev Yaşam,Tencere Seti,3,3299,9897,Havale/EFT,Tamamlandı
S11448,2026-08-20,M0428,İstanbul,Giyim,Spor Ayakkabı,1,1899,1899,Kredi Kartı,Tamamlandı
S11449,2026-08-20,M0791,Antalya,Giyim,Spor Ayakkabı,2,1899,3798,Kredi Kartı,Tamamlandı
S11450,2026-08-20,M0544,Ankara,Kitap,Roman,2,189,378,Kredi Kartı,Tamamlandı
S11451,2026-08-20,M0041,Ankara,Ev Yaşam,Masa Lambası,1,649,649,Banka Kartı,Tamamlandı
S11452,2026-08-21,M0811,İstanbul,Ev Yaşam,Tencere Seti,1,3299,3299,Havale/EFT,Tamamlandı
S11453,2026-08-21,M0855,İzmir,Kozmetik,Parfüm,1,1599,1599,Kredi Kartı,Tamamlandı
S11454,2026-08-21,M0261,Ankara,Giyim,Kazak,1,749,0,Kredi Kartı,İade
S11455,2026-08-21,M0049,Konya,Spor,Dambıl Seti,1,1249,1249,Havale/EFT,Tamamlandı
S11456,2026-08-21,M0751,Antalya,Ev Yaşam,Kahve Makinesi,4,2199,8796,Banka Kartı,Tamamlandı
S11457,2026-08-22,M0678,İzmir,Kitap,Kişisel Gelişim Kitabı,2,229,458,Havale/EFT,Tamamlandı
S11457,2026-08-22,M0678,İzmir,Kozmetik,Parfüm,1,1599,1599,Havale/EFT,Tamamlandı
S11458,2026-08-22,M0252,Konya,Kozmetik,Nemlendirici Krem,2,399,798,Kredi Kartı,Tamamlandı
S11459,2026-08-22,M0426,İstanbul,Giyim,Spor Ayakkabı,1,1899,1899,Kredi Kartı,Tamamlandı
S11459,2026-08-22,M0426,İstanbul,Kozmetik,Şampuan,1,159,159,Kredi Kartı,Tamamlandı
S11460,2026-08-22,M0125,Adana,Kozmetik,Güneş Kremi,3,459,1377,Kredi Kartı,Tamamlandı
S11461,2026-08-22,M0117,Antalya,Spor,Dambıl Seti,1,1249,1249,Kredi Kartı,Tamamlandı
S11462,2026-08-22,M0630,İstanbul,Giyim,Mont,1,2299,2299,Kredi Kartı,Tamamlandı
S11462,2026-08-22,M0630,İstanbul,Kozmetik,Güneş Kremi,2,459,918,Kredi Kartı,Tamamlandı
S11463,2026-08-22,M0785,İstanbul,Elektronik,Tablet,1,8999,8999,Kredi Kartı,Tamamlandı
S11464,2026-08-22,M0776,İzmir,Spor,Yoga Matı,2,399,798,Kredi Kartı,Tamamlandı
S11464,2026-08-22,M0776,İzmir,Giyim,Kot Pantolon,2,899,1798,Kredi Kartı,Tamamlandı
S11465,2026-08-22,M0601,Bursa,Giyim,Spor Ayakkabı,3,1899,5697,Kredi Kartı,Tamamlandı
S11465,2026-08-22,M0601,Bursa,Kozmetik,Nemlendirici Krem,2,399,798,Kredi Kartı,Tamamlandı
S11465,2026-08-22,M0601,Bursa,Elektronik,Bluetooth Hoparlör,1,1799,1799,Kredi Kartı,Tamamlandı
S11466,2026-08-22,M0681,Konya,Spor,Koşu Bandı,2,18999,37998,Banka Kartı,Tamamlandı
S11467,2026-08-22,M0864,İstanbul,Ev Yaşam,Termos,1,449,449,Kredi Kartı,Tamamlandı
S11467,2026-08-22,M0864,İstanbul,Kozmetik,Parfüm,2,1599,3198,Kredi Kartı,Tamamlandı
S11468,2026-08-23,M0550,Antalya,Elektronik,Akıllı Saat,4,3499,13996,Kredi Kartı,Tamamlandı
S11468,2026-08-23,M0550,Antalya,Giyim,Mont,1,2299,2299,Kredi Kartı,Tamamlandı
S11469,2026-08-23,M0422,Trabzon,Ev Yaşam,Masa Lambası,1,649,649,Kapıda Ödeme,Tamamlandı
S11470,2026-08-23,M0292,İstanbul,Kitap,Kişisel Gelişim Kitabı,2,229,458,Banka Kartı,Tamamlandı
S11470,2026-08-23,M0292,İstanbul,Elektronik,Mekanik Klavye,1,2499,2499,Banka Kartı,Tamamlandı
S11471,2026-08-23,M0188,İzmir,Elektronik,Akıllı Saat,2,3499,6998,Banka Kartı,Tamamlandı
S11472,2026-08-23,M0880,İstanbul,Kitap,Kişisel Gelişim Kitabı,3,229,687,Banka Kartı,Tamamlandı
S11472,2026-08-23,M0880,İstanbul,Elektronik,Akıllı Saat,3,3499,10497,Banka Kartı,Tamamlandı
S11472,2026-08-23,M0880,İstanbul,Kitap,Roman,1,189,189,Banka Kartı,Tamamlandı
S11473,2026-08-23,M0141,İstanbul,Elektronik,Bluetooth Hoparlör,1,1799,1799,Kapıda Ödeme,Tamamlandı
S11474,2026-08-23,M0555,İstanbul,Kitap,Roman,1,189,189,Kredi Kartı,Tamamlandı
S11474,2026-08-23,M0555,İstanbul,Kitap,Çocuk Kitabı,1,149,149,Kredi Kartı,Tamamlandı
S11474,2026-08-23,M0555,İstanbul,Ev Yaşam,Masa Lambası,1,649,649,Kredi Kartı,Tamamlandı
S11475,2026-08-23,M0842,Adana,Elektronik,Bluetooth Hoparlör,1,1799,1799,Kredi Kartı,Tamamlandı
S11475,2026-08-23,M0842,Adana,Kozmetik,Parfüm,1,1599,1599,Kredi Kartı,Tamamlandı
S11475,2026-08-23,M0842,Adana,Elektronik,Oyuncu Mouse,1,899,899,Kredi Kartı,Tamamlandı
S11476,2026-08-23,M0353,İstanbul,Ev Yaşam,Nevresim Takımı,1,1149,1149,Kapıda Ödeme,Tamamlandı
S11477,2026-08-24,M0724,Ankara,Kitap,Kişisel Gelişim Kitabı,1,229,229,Banka Kartı,Tamamlandı
S11478,2026-08-24,M0132,İzmir,Kitap,Roman,2,189,378,Havale/EFT,Tamamlandı
S11479,2026-08-24,M0256,Bursa,Elektronik,Mekanik Klavye,3,2499,7497,Banka Kartı,Tamamlandı
S11479,2026-08-24,M0256,Bursa,Kozmetik,Şampuan,2,159,0,Banka Kartı,İade
S11480,2026-08-24,M0110,Ankara,Kozmetik,Parfüm,1,1599,1599,Kredi Kartı,Tamamlandı
S11481,2026-08-24,M0388,Bursa,Elektronik,Oyuncu Mouse,1,899,899,Banka Kartı,Tamamlandı
S11482,2026-08-24,M0891,Bursa,Ev Yaşam,Nevresim Takımı,1,1149,0,Kapıda Ödeme,İade
S11483,2026-08-25,M0854,İstanbul,Giyim,Kazak,1,749,749,Kredi Kartı,Tamamlandı
S11484,2026-08-25,M0437,Antalya,Elektronik,Bluetooth Hoparlör,1,1799,1799,Kredi Kartı,Tamamlandı
S11484,2026-08-25,M0437,Antalya,Elektronik,Oyuncu Kulaklığı,2,1899,3798,Kredi Kartı,Tamamlandı
S11485,2026-08-25,M0277,İstanbul,Elektronik,Mekanik Klavye,1,2499,2499,Kredi Kartı,Tamamlandı
S11485,2026-08-25,M0277,İstanbul,Kitap,Kişisel Gelişim Kitabı,3,229,687,Kredi Kartı,Tamamlandı
S11485,2026-08-25,M0277,İstanbul,Kozmetik,Şampuan,2,159,318,Kredi Kartı,Tamamlandı
S11486,2026-08-25,M0675,İzmir,Elektronik,Oyuncu Kulaklığı,1,1899,1899,Kredi Kartı,Tamamlandı
S11487,2026-08-25,M0259,Antalya,Ev Yaşam,Masa Lambası,2,649,1298,Havale/EFT,Tamamlandı
S11487,2026-08-25,M0259,Antalya,Elektronik,Bluetooth Hoparlör,1,1799,1799,Havale/EFT,Tamamlandı
S11488,2026-08-25,M0021,İstanbul,Ev Yaşam,Kahve Makinesi,1,2199,2199,Banka Kartı,Tamamlandı
S11489,2026-08-25,M0314,Bursa,Giyim,Kot Pantolon,1,899,899,Kredi Kartı,Tamamlandı
S11489,2026-08-25,M0314,Bursa,Ev Yaşam,Termos,1,449,449,Kredi Kartı,Tamamlandı
S11490,2026-08-26,M0201,Adana,Giyim,Spor Ayakkabı,1,1899,1899,Kredi Kartı,Tamamlandı
S11490,2026-08-26,M0201,Adana,Giyim,Tişört,2,349,698,Kredi Kartı,Tamamlandı
S11491,2026-08-26,M0141,İstanbul,Giyim,Kazak,1,749,749,Havale/EFT,Tamamlandı
S11492,2026-08-26,M0562,Ankara,Giyim,Kot Pantolon,1,899,899,Kredi Kartı,Tamamlandı
S11492,2026-08-26,M0562,Ankara,Giyim,Kazak,2,749,1498,Kredi Kartı,Tamamlandı
S11493,2026-08-26,M0215,İstanbul,Elektronik,Mekanik Klavye,1,2499,2499,Kapıda Ödeme,Tamamlandı
S11493,2026-08-26,M0215,İstanbul,Kitap,Roman,1,189,189,Kapıda Ödeme,Tamamlandı
S11494,2026-08-26,M0172,Bursa,Spor,Dambıl Seti,1,1249,1249,Banka Kartı,Tamamlandı
S11495,2026-08-26,M0339,İstanbul,Ev Yaşam,Kahve Makinesi,2,2199,4398,Kredi Kartı,Tamamlandı
S11496,2026-08-26,M0772,Ankara,Elektronik,Oyuncu Mouse,1,899,899,Banka Kartı,Tamamlandı
S11497,2026-08-27,M0756,İstanbul,Elektronik,Akıllı Saat,1,3499,3499,Kredi Kartı,Tamamlandı
S11497,2026-08-27,M0756,İstanbul,Kozmetik,Parfüm,2,1599,3198,Kredi Kartı,Tamamlandı
S11498,2026-08-27,M0376,İzmir,Kozmetik,Parfüm,1,1599,1599,Havale/EFT,Tamamlandı
S11499,2026-08-27,M0486,Ankara,Elektronik,Tablet,1,8999,8999,Kredi Kartı,Tamamlandı
S11500,2026-08-27,M0162,İstanbul,Giyim,Kazak,1,749,749,Kredi Kartı,Tamamlandı
S11501,2026-08-27,M0569,Adana,Ev Yaşam,Tencere Seti,1,3299,3299,Kredi Kartı,Tamamlandı
S11501,2026-08-27,M0569,Adana,Ev Yaşam,Tencere Seti,1,3299,3299,Kredi Kartı,Tamamlandı
